loan_amnt,installment,grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,fico_average,term_ 60 months,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
25000,608.22,4,9,70000.0,1,24.62,0,1,11,0,19617,27.9,22,0.0,732.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14125,302.7,2,4,52000.0,1,17.68,0,0,10,0,30413,74.9,22,0.0,732.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17000,530.06,1,6,42000.0,0,23.31,0,0,8,0,16949,32.7,17,0.0,772.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12000,273.41,3,1,85000.0,0,6.65,0,4,6,0,0,0.0,10,0.0,742.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19200,478.62,5,11,102000.0,0,17.71,0,0,9,0,24238,91.1,25,0.0,702.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3500,108.54,1,11,75996.0,0,15.54,0,0,12,0,41602,77.2,26,0.0,717.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7000,217.07,1,9,70356.0,0,5.97,0,0,8,0,11350,80.5,23,0.0,707.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,69.25,4,4,43200.0,1,8.19,0,0,6,0,6304,97.0,15,0.0,667.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,150.94,3,1,35004.0,0,20.71,0,0,3,0,7987,85.9,16,0.0,692.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7200,218.36,1,11,84000.0,0,4.01,0,2,13,0,14206,45.6,33,0.0,752.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12800,394.76,1,3,76800.0,0,26.14,0,0,6,0,15633,61.8,27,0.0,757.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,143.63,4,4,28632.0,0,6.83,0,0,6,0,4731,78.8,7,0.0,682.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,405.26,5,5,48000.0,0,16.45,0,1,10,0,14901,95.5,16,0.0,692.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,852.02,3,11,125000.0,0,21.89,0,2,9,0,13662,63.0,46,0.0,722.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1500,49.19,2,5,28452.0,0,0.0,0,1,11,0,0,0.0,20,0.0,687.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7200,222.06,1,11,60000.0,0,24.3,0,1,20,0,10825,23.3,41,0.0,737.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3600,76.49,2,6,70800.0,0,1.39,0,0,6,0,4461,39.8,6,0.0,722.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17000,387.33,3,1,75000.0,0,22.63,0,2,10,0,8065,21.2,25,0.0,777.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6400,207.63,2,11,103000.0,0,7.74,0,1,10,0,9154,41.4,37,0.0,697.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,856.51,3,1,232500.0,0,10.49,0,3,16,0,30083,60.7,35,0.0,722.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7000,162.16,3,11,65000.0,0,2.66,0,3,8,0,4316,22.1,34,0.0,687.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,303.27,1,2,35000.0,0,25.75,0,0,8,0,889,14.3,14,0.0,767.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6500,213.15,2,1,80000.0,0,8.13,0,2,5,0,7604,89.5,20,0.0,697.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10250,217.79,2,3,27552.0,1,19.34,0,0,5,0,3935,32.8,10,0.0,757.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1800,54.29,1,6,27996.0,0,1.97,0,0,6,0,1851,8.6,22,0.0,792.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7500,159.36,2,3,106000.0,0,4.11,0,0,8,0,4049,41.3,40,0.0,767.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5600,189.85,3,11,80000.0,0,16.95,1,1,12,0,5028,47.8,21,0.0,672.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5600,179.73,2,2,24000.0,0,17.45,1,0,4,0,2370,30.0,12,0.0,712.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,154.21,1,4,39996.0,0,3.0,0,0,4,0,4682,29.6,11,0.0,767.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13250,468.46,5,5,30000.0,0,15.48,0,2,6,0,6481,81.0,9,0.0,677.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4800,145.57,1,4,33600.0,0,11.71,0,0,6,0,9228,61.1,16,0.0,737.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10050,228.98,3,1,39000.0,1,8.49,0,1,7,0,10580,54.5,21,0.0,707.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18400,590.53,2,10,120000.0,0,3.68,0,0,11,0,8888,12.5,19,0.0,762.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1800,38.58,2,1,24000.0,0,24.15,0,0,9,0,3783,28.4,33,0.0,707.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13550,348.67,6,11,93000.0,0,16.3,0,0,9,0,13750,94.2,15,0.0,677.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,193.61,2,3,79000.0,0,2.9,0,0,4,0,2896,19.4,4,0.0,737.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,819.78,2,8,70000.0,0,25.17,0,0,11,0,28893,66.1,25,0.0,742.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,643.3,6,11,100000.0,1,17.93,0,0,9,0,34033,94.8,17,0.0,687.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12200,424.6,4,5,51600.0,0,22.23,0,3,17,0,13374,64.6,30,0.0,672.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,670.81,3,8,100000.0,0,12.96,0,2,14,0,13740,31.1,39,0.0,737.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7500,183.99,5,7,41600.0,0,20.88,0,0,5,1,5478,96.1,15,1.0,692.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7200,223.28,1,11,40351.56,0,17.75,0,0,6,1,2430,42.6,9,1.0,717.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,279.88,4,2,70000.0,0,5.04,0,0,3,0,8899,92.7,6,0.0,677.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,674.23,7,11,77508.0,0,17.36,0,2,13,0,36778,57.2,23,0.0,677.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15000,318.64,2,10,98400.0,0,3.74,0,2,12,0,1305,3.9,37,0.0,772.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9975,231.07,3,2,30996.0,0,0.39,0,4,3,0,240,3.1,5,0.0,752.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5300,159.85,1,5,20160.0,0,28.33,0,0,7,0,5275,42.2,11,0.0,762.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,258.14,2,7,78000.0,0,20.02,0,1,10,0,39613,80.3,26,0.0,707.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,374.16,1,1,45000.0,0,19.49,0,1,11,0,21021,37.2,25,0.0,737.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9600,216.87,3,10,85000.0,1,18.59,0,3,7,0,3966,56.7,21,0.0,717.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,192.57,2,2,72000.0,0,10.62,0,1,14,0,9010,74.5,20,0.0,712.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,391.39,2,5,110000.0,0,6.94,0,3,9,0,12249,59.2,21,0.0,702.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15000,508.53,3,11,75000.0,1,8.64,0,1,7,0,8385,37.8,36,0.0,707.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19000,462.25,4,6,50000.0,1,22.32,0,0,14,0,25537,77.3,19,0.0,707.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18000,420.42,3,10,129000.0,1,7.78,1,3,12,0,18434,37.9,27,0.0,732.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,681.62,3,5,65000.0,0,15.66,0,1,8,0,310,16.6,16,0.0,707.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,510.6,6,6,71964.0,0,11.81,0,0,5,0,70287,92.3,11,0.0,687.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,303.27,1,4,137004.0,0,13.02,0,1,20,0,18623,28.8,50,0.0,777.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,391.39,2,4,46000.0,0,20.97,0,0,4,0,13994,76.5,11,0.0,697.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,187.08,1,1,40000.0,0,5.28,0,1,5,0,5116,21.3,18,0.0,732.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,852.02,3,3,430000.0,0,2.87,0,2,4,0,0,0.0,16,0.0,782.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5375,176.26,2,1,28800.0,0,24.83,1,1,6,0,1625,25.4,12,0.0,682.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12000,374.16,1,11,29435.0,0,16.76,0,0,4,0,17702,55.7,5,0.0,742.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,150.8,1,3,105000.0,0,5.14,0,1,7,0,4100,8.5,20,0.0,802.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,155.05,1,11,60000.0,0,15.84,0,1,7,0,3872,32.8,22,0.0,727.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000,389.03,6,2,150000.0,0,9.72,1,2,21,0,21585,40.6,49,0.0,672.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,603.32,4,11,65000.0,0,18.06,0,1,5,0,64770,72.8,7,0.0,752.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,98.38,2,4,80000.0,0,18.29,0,0,6,0,8260,42.6,22,0.0,667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12000,372.12,1,3,64575.0,0,10.16,0,1,13,0,3691,16.5,25,0.0,747.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5000,154.21,1,7,44908.0,0,2.67,0,0,8,1,2027,7.7,15,1.0,732.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,71.23,4,5,28800.0,0,16.13,0,0,4,0,538,35.9,5,0.0,707.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,195.7,2,11,28800.0,0,3.21,0,1,5,0,1952,15.7,7,0.0,697.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9625,313.93,2,11,115731.0,0,0.25,1,3,2,0,451,37.6,39,0.0,722.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19200,501.87,6,8,83000.0,0,11.41,0,1,9,0,10677,68.0,18,0.0,677.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,454.18,2,3,82000.0,0,13.8,0,0,6,0,2298,19.8,21,0.0,697.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,372.12,1,11,35400.0,0,22.95,0,1,8,0,6424,30.8,12,0.0,762.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,46.33,3,3,16992.0,0,22.03,0,1,6,0,10255,69.3,9,0.0,687.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13800,333.03,4,8,27600.0,0,16.83,0,8,11,0,2415,5.6,20,0.0,767.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,290.82,4,11,62400.0,1,0.27,2,1,2,0,14,2.0,22,0.0,712.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12000,257.16,2,4,24000.0,0,6.6,0,0,16,1,1719,4.2,25,1.0,742.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10000,311.8,1,11,107500.0,0,28.4,0,1,18,1,9650,30.5,30,1.0,727.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,91.14,3,5,15600.0,0,18.85,0,0,3,0,2735,94.3,6,0.0,727.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5600,181.68,2,7,56000.0,0,23.87,0,0,7,1,12941,87.4,21,1.0,687.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,181.97,1,5,50000.0,0,7.1,0,0,6,0,0,0.0,14,0.0,807.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8000,242.62,1,5,40000.0,1,19.41,0,1,10,0,1986,6.5,16,0.0,797.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6000,119.63,1,2,67500.0,0,5.39,0,0,7,0,2725,9.7,24,0.0,782.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7750,251.42,2,1,27000.0,0,21.64,0,0,5,0,12031,81.8,12,0.0,692.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24250,546.94,3,1,54000.0,1,16.71,0,0,7,0,3443,14.2,22,0.0,722.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8000,258.14,2,7,43000.0,0,20.54,0,0,6,0,7627,74.0,25,0.0,697.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,337.23,3,8,84000.0,1,18.99,1,2,8,0,292,2.2,10,0.0,682.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6800,229.32,3,1,77604.0,0,10.1,1,2,11,0,12973,67.2,40,0.0,677.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,684.66,7,5,60000.0,1,4.0,0,0,11,0,5675,65.2,19,0.0,667.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14000,451.75,2,3,120000.0,0,13.36,0,0,5,0,22114,88.1,16,0.0,712.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,513.51,2,5,172000.0,0,5.92,0,0,16,0,0,0.0,29,0.0,782.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18000,583.95,2,11,115000.0,0,5.28,0,0,8,0,22435,58.3,15,0.0,722.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13475,322.56,4,5,41529.6,0,15.11,1,0,8,0,12037,57.0,15,0.0,677.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2500,75.4,1,3,39996.0,0,8.76,0,0,9,0,5912,28.3,27,0.0,782.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2400,59.83,5,1,21000.0,0,7.94,0,0,3,0,904,82.2,3,0.0,672.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,134.17,3,3,22000.0,0,7.47,0,1,7,0,4061,25.7,14,0.0,702.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2300,77.98,3,5,68000.0,1,18.0,0,2,9,0,5008,32.3,15,0.0,672.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,192.87,2,1,60000.0,0,12.06,0,0,5,0,10142,58.0,10,0.0,737.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,367.59,3,2,51000.0,0,14.38,0,1,13,0,29764,42.0,28,0.0,752.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12500,405.52,2,2,45000.0,0,11.55,0,2,2,0,15281,66.7,9,0.0,747.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,327.91,2,11,75000.0,0,20.53,0,3,21,0,30665,43.9,38,0.0,687.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9000,215.44,4,6,28000.0,0,5.19,1,1,5,0,11123,79.4,13,0.0,682.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,324.42,2,6,38004.0,0,15.44,0,2,12,0,567,3.4,23,0.0,707.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13000,403.13,1,10,48500.0,0,25.21,0,0,11,0,16712,46.9,14,0.0,732.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,494.59,5,7,100000.0,1,9.65,0,2,4,0,52068,37.6,10,0.0,712.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16750,410.9,5,11,45000.0,0,22.53,0,3,7,0,26890,77.7,31,0.0,687.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,280.62,1,4,86400.0,1,3.85,0,1,7,0,5365,29.8,10,0.0,732.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11400,257.53,3,3,70000.0,0,12.38,0,0,11,0,5266,61.2,33,0.0,702.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11000,386.84,4,3,67000.0,0,8.87,5,1,11,0,14276,75.1,30,0.0,667.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7200,223.28,1,6,50000.0,0,16.15,0,0,8,0,0,0.0,14,0.0,727.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,150.8,1,3,85000.0,0,2.1,0,0,10,0,3432,5.6,31,0.0,792.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7000,217.07,1,4,32769.0,0,7.29,0,0,4,0,6831,49.5,7,0.0,732.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,32.1,2,2,25000.0,0,18.67,0,0,5,0,5384,41.1,6,0.0,707.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4800,109.37,3,6,60000.0,0,22.9,0,0,9,0,17142,84.4,31,0.0,677.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,212.29,1,6,42000.0,1,14.97,0,0,8,0,13732,48.9,13,0.0,737.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,551.05,4,11,55530.0,1,12.99,0,0,7,0,11200,82.4,11,0.0,682.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,490.63,5,10,55000.0,0,15.38,0,0,10,0,11453,43.4,24,0.0,702.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,491.87,2,11,51000.0,0,8.33,0,0,8,0,12302,68.3,14,0.0,707.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12800,396.93,1,9,104000.0,0,20.0,0,0,14,0,5422,24.6,23,0.0,747.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,619.93,4,3,72000.0,0,6.63,1,0,6,0,13051,41.7,16,0.0,682.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13400,451.89,3,1,62040.0,0,18.84,0,3,12,0,5389,41.8,14,0.0,682.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2400,74.02,1,7,81504.0,0,24.88,0,2,12,0,44914,35.4,27,0.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,289.54,1,11,35500.0,0,21.13,0,0,6,0,1471,6.9,19,0.0,807.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000,97.33,2,2,51996.0,0,3.25,0,0,9,0,4879,51.2,12,0.0,677.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6800,218.24,2,9,95000.0,0,17.72,0,0,12,0,24401,75.1,37,0.0,697.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24000,583.89,4,11,90000.0,1,13.8,0,2,18,0,49547,66.3,48,0.0,727.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,311.8,1,7,30000.0,0,10.68,0,1,6,0,9285,64.9,11,0.0,722.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6000,187.08,1,5,47000.0,0,20.07,0,1,9,0,17800,51.1,14,0.0,712.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,65.24,2,9,86004.0,0,23.29,0,1,11,0,17594,80.0,63,0.0,692.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14500,316.07,2,4,45000.0,0,24.75,0,0,11,0,29031,76.2,36,0.0,707.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9600,203.98,2,1,41000.0,0,27.66,0,0,8,0,13870,46.7,16,0.0,747.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14400,464.65,2,3,50000.0,0,13.03,0,0,9,0,18575,75.5,17,0.0,702.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,608.22,4,11,60000.0,1,13.92,0,0,7,0,14075,71.8,18,0.0,727.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6500,156.87,4,11,62000.0,0,10.88,0,1,15,0,10772,19.0,40,0.0,672.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,38.93,2,1,36000.0,0,0.0,0,0,2,0,0,0.0,4,0.0,742.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12000,257.16,2,11,52000.0,0,6.0,0,0,4,0,1453,20.8,12,0.0,777.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18000,603.73,3,11,334000.0,0,19.95,0,0,13,0,135859,93.0,41,0.0,707.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,310.1,1,5,82000.0,0,17.06,0,0,12,0,60317,86.7,26,0.0,727.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,310.1,1,3,38400.0,0,2.78,1,0,9,0,3239,8.5,23,0.0,732.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,655.82,2,6,110000.0,0,6.65,0,0,4,0,13172,52.7,9,0.0,742.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2725,87.46,2,3,27000.0,0,5.2,0,2,3,0,3531,22.5,10,0.0,757.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000,272.95,1,1,36000.0,0,14.9,0,0,9,0,9660,76.1,20,0.0,762.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,154.21,1,1,40000.0,0,18.39,1,0,8,0,5806,36.5,30,0.0,727.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,311.8,1,3,64583.0,0,11.15,0,1,15,0,138,1.1,17,0.0,742.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4000,124.04,1,5,37000.0,0,9.21,0,0,2,0,3344,15.9,8,0.0,772.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7500,242.01,2,4,150000.0,0,10.25,0,0,12,0,86466,84.1,24,0.0,697.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6300,218.12,4,7,75000.0,0,6.08,0,0,2,0,5270,95.8,8,0.0,692.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,163.08,2,4,132996.0,1,19.1,0,2,18,0,19269,54.1,47,0.0,687.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,598.43,4,1,125000.0,0,7.61,0,2,7,0,8338,15.0,30,0.0,762.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4000,130.47,2,1,31000.0,0,4.61,0,0,6,0,1674,14.9,6,0.0,727.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,206.65,4,3,41196.0,0,23.24,0,1,11,0,4755,95.1,18,0.0,677.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10200,342.11,3,4,75000.0,0,17.71,0,1,8,0,15657,88.0,15,0.0,692.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,454.18,2,5,39000.0,0,17.14,0,0,8,0,16383,60.0,11,0.0,692.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,179.54,5,2,27911.52,0,9.59,3,0,2,0,71,14.2,12,0.0,667.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,60.32,1,2,18000.0,0,1.0,0,0,5,0,908,5.7,7,0.0,802.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
